Molecule	OriginalName	ComboTanimoto	ShapeTanimoto	ColorTanimoto	FitTverskyCombo	FitTversky	FitColorTversky	RefTverskyCombo	RefTversky	RefColorTversky	Overlap
CHEMBL272424_0_0	CHEMBL272424	0.902	0.629	0.273	1.144	0.733	0.411	1.265	0.816	0.448	960.993
CHEMBL1087398_0	CHEMBL1087398	0.902	0.574	0.328	1.148	0.674	0.474	1.311	0.794	0.517	938.26
CHEMBL535_0_8	CHEMBL535	0.9	0.688	0.213	1.132	0.77	0.362	1.205	0.865	0.34	1018.882
CHEMBL232147_0_1	CHEMBL232147	0.9	0.596	0.304	1.035	0.644	0.391	1.464	0.887	0.577	1060.4
CHEMBL218439_1	CHEMBL218439	0.899	0.531	0.368	1.127	0.631	0.496	1.357	0.769	0.588	911.132
CHEMBL1080955_1_3	CHEMBL1080955	0.898	0.626	0.272	1.105	0.69	0.414	1.312	0.871	0.441	1033.527
CHEMBL220483_0_2	CHEMBL220483	0.898	0.516	0.382	1.092	0.593	0.499	1.419	0.799	0.62	952.925
CHEMBL582808_0_4	CHEMBL582808	0.898	0.633	0.265	1.121	0.726	0.395	1.277	0.832	0.445	980.963
CHEMBL569957_0_1	CHEMBL569957	0.897	0.647	0.25	1.072	0.697	0.375	1.329	0.9	0.429	1069.877
CHEMBL1087398_1_9	CHEMBL1087398	0.897	0.614	0.283	1.129	0.705	0.424	1.285	0.826	0.46	975.203
CHEMBL578974_0_0	CHEMBL578974	0.896	0.592	0.304	1.517	0.943	0.574	1.007	0.614	0.392	704.827
CHEMBL232147_0_7	CHEMBL232147	0.896	0.589	0.307	1.033	0.64	0.394	1.463	0.882	0.581	1053.883
CHEMBL233151_1_3	CHEMBL233151	0.896	0.58	0.315	1.024	0.619	0.405	1.491	0.902	0.589	1083.257
CHEMBL233969_0_4	CHEMBL233969	0.895	0.536	0.359	1.013	0.574	0.439	1.554	0.889	0.665	1072.179
CHEMBL272424_0	CHEMBL272424	0.894	0.629	0.265	1.131	0.729	0.402	1.258	0.82	0.438	965.956
CHEMBL582808_0_5	CHEMBL582808	0.894	0.629	0.265	1.119	0.723	0.396	1.274	0.828	0.446	976.661
CHEMBL582808_0_6	CHEMBL582808	0.894	0.629	0.265	1.119	0.723	0.396	1.274	0.828	0.446	976.66
CHEMBL1078934_0_9	CHEMBL1078934	0.891	0.613	0.278	1.105	0.687	0.418	1.303	0.85	0.453	1007.046
CHEMBL233151_0_8	CHEMBL233151	0.89	0.569	0.321	1.028	0.611	0.417	1.474	0.893	0.581	1071.95
CHEMBL1078934_1_6	CHEMBL1078934	0.889	0.611	0.278	1.116	0.685	0.431	1.289	0.85	0.439	1007.474
CHEMBL218439_0	CHEMBL218439	0.889	0.533	0.355	1.105	0.633	0.472	1.362	0.772	0.59	913.89
CHEMBL1078689_0_3	CHEMBL1078689	0.888	0.619	0.269	1.11	0.703	0.407	1.281	0.838	0.444	990.338
CHEMBL1078934_0_8	CHEMBL1078934	0.885	0.619	0.266	1.096	0.692	0.404	1.293	0.855	0.438	1014.042
CHEMBL1078689_0_7	CHEMBL1078689	0.884	0.602	0.282	1.113	0.691	0.422	1.284	0.824	0.46	973.979
CHEMBL569957_1_9	CHEMBL569957	0.884	0.597	0.287	1.081	0.663	0.418	1.335	0.858	0.478	1019.762
CHEMBL1078277_0_1	CHEMBL1078277	0.884	0.603	0.281	1.112	0.692	0.42	1.283	0.824	0.458	974.673
CHEMBL233151_1_5	CHEMBL233151	0.882	0.563	0.319	1.015	0.607	0.408	1.478	0.885	0.593	1061.971
CHEMBL1078971_0_4	CHEMBL1078971	0.88	0.626	0.254	1.078	0.701	0.377	1.292	0.855	0.438	1012.465
CHEMBL1080955_1_4	CHEMBL1080955	0.88	0.609	0.271	1.092	0.679	0.413	1.296	0.856	0.44	1016.15
CHEMBL582808_1_3	CHEMBL582808	0.879	0.55	0.329	1.132	0.664	0.468	1.288	0.761	0.527	897.611
CHEMBL233151_1_8	CHEMBL233151	0.878	0.57	0.308	1.01	0.612	0.398	1.471	0.892	0.579	1070.747
CHEMBL391096_0_6	CHEMBL391096	0.877	0.551	0.326	1.025	0.603	0.422	1.452	0.864	0.588	1035.269
CHEMBL1087398_1_1	CHEMBL1087398	0.873	0.594	0.279	1.109	0.691	0.419	1.265	0.809	0.456	955.806
CHEMBL495727_1_3	CHEMBL495727	0.872	0.579	0.293	1.1	0.693	0.407	1.292	0.778	0.513	916.888
CHEMBL392998_0_9	CHEMBL392998	0.872	0.56	0.312	0.99	0.589	0.401	1.504	0.919	0.585	1109.504
CHEMBL604578_0	CHEMBL604578	0.872	0.607	0.266	1.199	0.792	0.407	1.156	0.722	0.434	840.484
CHEMBL572878_0_3	CHEMBL572878	0.872	0.591	0.281	1.073	0.663	0.409	1.317	0.844	0.473	1002.26
CHEMBL568790_0_9	CHEMBL568790	0.87	0.58	0.29	1.25	0.807	0.443	1.13	0.674	0.457	780.772
CHEMBL1079523_0	CHEMBL1079523	0.868	0.629	0.239	1.039	0.696	0.343	1.309	0.868	0.441	1029.097
CHEMBL231733_1_7	CHEMBL231733	0.868	0.453	0.415	1.002	0.515	0.486	1.529	0.791	0.738	953.396
CHEMBL392998_0_8	CHEMBL392998	0.868	0.509	0.359	0.999	0.553	0.445	1.513	0.863	0.65	1041.858
CHEMBL1079523_0_4	CHEMBL1079523	0.867	0.586	0.281	1.059	0.669	0.39	1.326	0.825	0.501	978.116
CHEMBL1080955_0_2	CHEMBL1080955	0.866	0.585	0.28	1.086	0.662	0.424	1.287	0.835	0.452	991.129
CHEMBL232147_0_8	CHEMBL232147	0.865	0.623	0.242	0.989	0.662	0.327	1.395	0.913	0.482	1090.416
CHEMBL1078889_0_7	CHEMBL1078889	0.864	0.597	0.268	1.067	0.674	0.393	1.295	0.839	0.457	994.377
CHEMBL1078689_0_6	CHEMBL1078689	0.863	0.591	0.273	1.094	0.683	0.411	1.261	0.814	0.448	962.01
CHEMBL1080955_0_6	CHEMBL1080955	0.863	0.607	0.256	1.072	0.677	0.395	1.275	0.854	0.421	1014.014
CHEMBL1080955_0_7	CHEMBL1080955	0.863	0.597	0.266	1.077	0.67	0.407	1.279	0.845	0.434	1003.605
CHEMBL510641_1	CHEMBL510641	0.862	0.66	0.202	1.338	0.964	0.375	0.982	0.677	0.306	778.497
CHEMBL1087398_0_7	CHEMBL1087398	0.859	0.594	0.265	1.093	0.691	0.403	1.247	0.81	0.437	956.785
CHEMBL510641_0	CHEMBL510641	0.858	0.674	0.183	1.322	0.977	0.345	0.967	0.685	0.281	788.799
CHEMBL1087268_0_8	CHEMBL1087268	0.858	0.568	0.29	1.106	0.675	0.431	1.251	0.782	0.468	923.359
CHEMBL568790_0_3	CHEMBL568790	0.858	0.681	0.176	1.186	0.891	0.295	1.048	0.743	0.304	861.719
CHEMBL1079523_0_1	CHEMBL1079523	0.857	0.527	0.33	1.066	0.625	0.441	1.337	0.771	0.566	914.228
CHEMBL1078889_1_6	CHEMBL1078889	0.856	0.569	0.287	1.06	0.655	0.405	1.31	0.813	0.496	964.059
CHEMBL221959_0_9	CHEMBL221959	0.852	0.63	0.222	1.21	0.807	0.403	1.072	0.742	0.33	863.624
CHEMBL578974_0_1	CHEMBL578974	0.852	0.548	0.304	1.471	0.898	0.574	0.977	0.585	0.392	670.841
CHEMBL231733_1	CHEMBL231733	0.851	0.49	0.362	0.982	0.541	0.441	1.506	0.837	0.669	1009.411
CHEMBL510641_2_2	CHEMBL510641	0.851	0.663	0.188	1.319	0.975	0.343	0.968	0.674	0.294	775.265
CHEMBL1087268_0_0	CHEMBL1087268	0.851	0.557	0.294	1.103	0.666	0.436	1.247	0.773	0.474	912.112
CHEMBL510641_2_6	CHEMBL510641	0.851	0.663	0.188	1.318	0.976	0.343	0.968	0.674	0.294	775.334
CHEMBL1078275_0_0	CHEMBL1078275	0.851	0.58	0.27	1.093	0.685	0.408	1.236	0.792	0.445	934.129
CHEMBL1081484_0_3	CHEMBL1081484	0.85	0.574	0.276	1.018	0.617	0.401	1.362	0.891	0.471	1069.029
CHEMBL1078720_0_8	CHEMBL1078720	0.85	0.568	0.282	1.078	0.646	0.432	1.274	0.826	0.448	980.964
CHEMBL569957_1_4	CHEMBL569957	0.85	0.582	0.268	1.049	0.652	0.396	1.297	0.844	0.453	1003.239
CHEMBL233969_0_0	CHEMBL233969	0.845	0.498	0.347	0.975	0.547	0.428	1.496	0.847	0.649	1021.861
CHEMBL393375_1_4	CHEMBL393375	0.845	0.555	0.291	0.97	0.596	0.374	1.455	0.888	0.567	1068.145
CHEMBL510641_2	CHEMBL510641	0.845	0.66	0.185	1.3	0.964	0.336	0.968	0.677	0.291	778.497
CHEMBL1080159_0_3	CHEMBL1080159	0.844	0.582	0.262	1.032	0.625	0.407	1.318	0.896	0.423	1073.435
CHEMBL1078276_0	CHEMBL1078276	0.842	0.579	0.263	1.072	0.672	0.399	1.243	0.807	0.436	955.005
CHEMBL569957_1_2	CHEMBL569957	0.842	0.63	0.212	1.014	0.686	0.328	1.261	0.886	0.374	1053.674
CHEMBL391096_0_1	CHEMBL391096	0.842	0.559	0.283	0.988	0.609	0.379	1.4	0.872	0.528	1044.72
CHEMBL1078688_0_6	CHEMBL1078688	0.84	0.565	0.275	1.049	0.657	0.392	1.28	0.801	0.478	948.987
CHEMBL376885_0_9	CHEMBL376885	0.84	0.54	0.3	1.06	0.644	0.417	1.287	0.771	0.516	911.33
CHEMBL1078720_0_1	CHEMBL1078720	0.84	0.565	0.275	1.067	0.643	0.424	1.261	0.822	0.439	976.598
CHEMBL1080159_0_7	CHEMBL1080159	0.839	0.58	0.26	1.028	0.623	0.405	1.313	0.893	0.42	1070.859
CHEMBL412099_0_1	CHEMBL412099	0.833	0.582	0.251	1.075	0.691	0.384	1.206	0.787	0.419	927.538
CHEMBL393375_0_8	CHEMBL393375	0.833	0.53	0.302	0.97	0.578	0.392	1.434	0.864	0.57	1039.597
CHEMBL1078971_1_0	CHEMBL1078971	0.832	0.594	0.237	1.036	0.678	0.357	1.241	0.827	0.414	979.734
CHEMBL495727_0_0	CHEMBL495727	0.831	0.62	0.212	1.038	0.725	0.313	1.205	0.81	0.395	953.249
CHEMBL510641_0_2	CHEMBL510641	0.831	0.64	0.191	1.3	0.943	0.357	0.956	0.665	0.291	765.563
CHEMBL412099_0	CHEMBL412099	0.831	0.592	0.238	1.065	0.696	0.369	1.201	0.799	0.403	941.884
CHEMBL495727_0_4	CHEMBL495727	0.83	0.624	0.206	1.035	0.728	0.306	1.2	0.813	0.387	957.561
CHEMBL1078971_0_1	CHEMBL1078971	0.829	0.549	0.28	1.052	0.645	0.407	1.258	0.787	0.472	931.755
CHEMBL1078889_0_5	CHEMBL1078889	0.828	0.571	0.256	1.036	0.656	0.38	1.257	0.816	0.441	967.696
CHEMBL1078889_0_9	CHEMBL1078889	0.827	0.574	0.253	1.034	0.658	0.376	1.255	0.819	0.436	970.791
CHEMBL1078971_1_2	CHEMBL1078971	0.826	0.572	0.255	1.041	0.662	0.378	1.245	0.807	0.438	956.005
CHEMBL495727_0_9	CHEMBL495727	0.824	0.602	0.222	1.037	0.712	0.325	1.206	0.796	0.41	937.206
CHEMBL1078720_0_7	CHEMBL1078720	0.823	0.515	0.308	1.068	0.606	0.462	1.255	0.775	0.48	921.513
CHEMBL1078688_0_2	CHEMBL1078688	0.823	0.565	0.258	1.03	0.657	0.373	1.257	0.801	0.455	949.163
CHEMBL376885_0_3	CHEMBL376885	0.823	0.545	0.278	1.04	0.647	0.393	1.262	0.775	0.487	916.83
CHEMBL412099_0_0	CHEMBL412099	0.822	0.58	0.242	1.063	0.689	0.373	1.192	0.785	0.407	925.402
CHEMBL569957_0_3	CHEMBL569957	0.821	0.626	0.194	0.988	0.683	0.305	1.232	0.883	0.349	1050.315
CHEMBL1080159_0_5	CHEMBL1080159	0.821	0.576	0.244	1.006	0.62	0.386	1.29	0.89	0.4	1066.47
CHEMBL1079690_0_6	CHEMBL1079690	0.821	0.576	0.244	1.01	0.64	0.37	1.27	0.852	0.418	1015.01
CHEMBL393375_1_5	CHEMBL393375	0.819	0.54	0.279	0.948	0.586	0.362	1.423	0.873	0.55	1050.05
CHEMBL559626_0_6	CHEMBL559626	0.815	0.603	0.212	1.052	0.699	0.353	1.163	0.815	0.348	962.052
CHEMBL1079690_0_5	CHEMBL1079690	0.815	0.569	0.245	1.007	0.636	0.371	1.265	0.845	0.42	1007.404
CHEMBL231733_1_6	CHEMBL231733	0.814	0.483	0.331	0.951	0.538	0.413	1.451	0.825	0.626	994.834
CHEMBL569957_0_8	CHEMBL569957	0.812	0.603	0.21	0.992	0.667	0.325	1.234	0.862	0.372	1025.094
CHEMBL1078971_1_8	CHEMBL1078971	0.811	0.53	0.281	1.039	0.63	0.409	1.243	0.768	0.474	910.049
CHEMBL572878_1_1	CHEMBL572878	0.811	0.536	0.275	1.027	0.623	0.403	1.256	0.792	0.464	940.917
CHEMBL1078971_0_5	CHEMBL1078971	0.811	0.582	0.229	1.016	0.669	0.347	1.218	0.817	0.402	967.01
CHEMBL603048_0_1	CHEMBL603048	0.81	0.551	0.259	1.077	0.697	0.38	1.173	0.725	0.448	849.888
CHEMBL510641_0_0	CHEMBL510641	0.809	0.631	0.178	1.272	0.936	0.337	0.935	0.66	0.275	759.458
CHEMBL510641_1_2	CHEMBL510641	0.804	0.629	0.174	1.265	0.936	0.329	0.928	0.658	0.271	756.89
CHEMBL510641_1_6	CHEMBL510641	0.803	0.613	0.19	1.274	0.921	0.353	0.938	0.647	0.29	744.834
CHEMBL1078889_1_5	CHEMBL1078889	0.801	0.571	0.23	0.996	0.656	0.34	1.232	0.815	0.416	966.823
CHEMBL572878_1_3	CHEMBL572878	0.799	0.521	0.278	1.019	0.613	0.406	1.245	0.778	0.467	923.617
CHEMBL572878_0_2	CHEMBL572878	0.794	0.516	0.278	1.014	0.608	0.406	1.242	0.773	0.469	918.012
CHEMBL393375_1_8	CHEMBL393375	0.791	0.522	0.268	0.925	0.573	0.351	1.387	0.854	0.533	1027.199
CHEMBL257167_0	CHEMBL257167	0.79	0.656	0.134	1.211	0.912	0.298	0.896	0.7	0.196	808.633
CHEMBL572878_0	CHEMBL572878	0.786	0.535	0.251	0.995	0.621	0.374	1.228	0.795	0.433	944.925
CHEMBL583105_0_3	CHEMBL583105	0.786	0.571	0.215	1.369	0.901	0.468	0.893	0.609	0.284	699.886
CHEMBL604578_0_0	CHEMBL604578	0.784	0.577	0.207	1.102	0.769	0.333	1.052	0.697	0.355	811.561
CHEMBL1078889_1_0	CHEMBL1078889	0.783	0.553	0.231	0.983	0.643	0.34	1.215	0.798	0.417	946.213
CHEMBL603048_0_2	CHEMBL603048	0.781	0.571	0.21	1.034	0.713	0.321	1.12	0.742	0.378	869.585
CHEMBL1082023_1_6	CHEMBL1082023	0.781	0.54	0.241	0.952	0.589	0.363	1.284	0.867	0.418	1040.866
CHEMBL233969_0_7	CHEMBL233969	0.78	0.471	0.309	0.919	0.527	0.392	1.41	0.816	0.595	984.072
CHEMBL1079690_0_8	CHEMBL1079690	0.779	0.528	0.251	0.983	0.605	0.378	1.232	0.805	0.428	959.094
CHEMBL21156_0	CHEMBL21156	0.778	0.583	0.195	1.046	0.751	0.295	1.088	0.723	0.365	843.929
CHEMBL1088857_0_7	CHEMBL1088857	0.766	0.5	0.265	0.962	0.572	0.39	1.253	0.799	0.453	956.225
CHEMBL1082023_0_5	CHEMBL1082023	0.765	0.526	0.239	0.931	0.579	0.352	1.278	0.85	0.427	1021.432
CHEMBL393375_0_1	CHEMBL393375	0.764	0.549	0.215	0.89	0.592	0.298	1.318	0.884	0.434	1063.821
CHEMBL572878_1	CHEMBL572878	0.764	0.533	0.23	0.969	0.619	0.35	1.196	0.794	0.402	943.418
CHEMBL1093468_0	CHEMBL1093468	0.764	0.502	0.262	0.933	0.558	0.376	1.297	0.834	0.463	1002.877
CHEMBL257167_0_5	CHEMBL257167	0.763	0.643	0.12	1.176	0.906	0.27	0.867	0.689	0.178	795.819
CHEMBL1082023_1_0	CHEMBL1082023	0.761	0.526	0.235	0.935	0.579	0.356	1.261	0.851	0.409	1022.735
CHEMBL604038_0_3	CHEMBL604038	0.761	0.425	0.336	1.049	0.584	0.465	1.156	0.609	0.547	714.675
CHEMBL1082023_1_5	CHEMBL1082023	0.76	0.517	0.243	0.938	0.572	0.366	1.263	0.842	0.421	1011.223
CHEMBL1082023_0_3	CHEMBL1082023	0.759	0.533	0.226	0.921	0.584	0.337	1.267	0.858	0.409	1030.074
CHEMBL1088857_0_4	CHEMBL1088857	0.759	0.499	0.26	0.955	0.571	0.384	1.244	0.798	0.446	954.904
CHEMBL1089833_1_2	CHEMBL1089833	0.757	0.494	0.263	0.934	0.565	0.368	1.274	0.797	0.477	954.08
CHEMBL1082023_0_4	CHEMBL1082023	0.751	0.521	0.23	0.917	0.576	0.341	1.26	0.846	0.414	1015.745
CHEMBL595397_0_3	CHEMBL595397	0.751	0.526	0.224	1.104	0.722	0.381	1.013	0.659	0.353	767.748
CHEMBL233969_1_7	CHEMBL233969	0.75	0.522	0.228	0.868	0.565	0.303	1.352	0.873	0.479	1052.897
CHEMBL1093191_0_0	CHEMBL1093191	0.749	0.478	0.271	0.946	0.549	0.397	1.246	0.785	0.461	940.9
CHEMBL231733_0_2	CHEMBL231733	0.748	0.501	0.247	0.881	0.552	0.329	1.344	0.845	0.499	1017.986
CHEMBL21156_0_1	CHEMBL21156	0.746	0.58	0.166	1.01	0.752	0.258	1.037	0.718	0.319	837.222
CHEMBL21156_0_3	CHEMBL21156	0.746	0.58	0.166	1.01	0.752	0.258	1.037	0.718	0.319	837.211
CHEMBL233969_1_6	CHEMBL233969	0.745	0.501	0.244	0.87	0.55	0.32	1.355	0.85	0.505	1025.305
CHEMBL595397_0_2	CHEMBL595397	0.744	0.524	0.22	1.096	0.72	0.376	1.006	0.658	0.348	765.493
CHEMBL162_1_6	CHEMBL162	0.743	0.527	0.216	0.867	0.587	0.279	1.326	0.838	0.488	1003.834
CHEMBL1092926_0_5	CHEMBL1092926	0.743	0.529	0.213	0.906	0.591	0.314	1.233	0.834	0.399	998.557
CHEMBL257167_0_4	CHEMBL257167	0.742	0.622	0.121	1.159	0.887	0.271	0.853	0.675	0.178	779.359
CHEMBL1092063_0_7	CHEMBL1092063	0.741	0.525	0.215	0.877	0.568	0.31	1.289	0.876	0.413	1056.411
CHEMBL233969_1_4	CHEMBL233969	0.74	0.5	0.24	0.865	0.548	0.316	1.349	0.849	0.499	1024.731
CHEMBL1089833_0_6	CHEMBL1089833	0.739	0.519	0.22	0.91	0.584	0.327	1.226	0.824	0.402	986.51
CHEMBL1093468_0_6	CHEMBL1093468	0.738	0.468	0.27	0.92	0.534	0.386	1.265	0.791	0.475	950.305
CHEMBL595397_0_0	CHEMBL595397	0.738	0.521	0.217	1.088	0.718	0.37	0.999	0.656	0.343	763.2
CHEMBL1089773_1_7	CHEMBL1089773	0.737	0.521	0.216	0.91	0.576	0.334	1.225	0.845	0.38	1014.897
CHEMBL1089833_0_1	CHEMBL1089833	0.737	0.504	0.233	0.914	0.572	0.342	1.229	0.808	0.421	967.292
CHEMBL1089773_0_9	CHEMBL1089773	0.735	0.514	0.22	0.902	0.571	0.331	1.235	0.837	0.398	1005.229
CHEMBL162_1_3	CHEMBL162	0.731	0.522	0.209	0.855	0.583	0.272	1.305	0.833	0.472	997.705
CHEMBL595397_1_5	CHEMBL595397	0.73	0.542	0.188	1.066	0.737	0.33	0.978	0.672	0.305	782.834
CHEMBL595397_1	CHEMBL595397	0.73	0.503	0.227	1.081	0.697	0.384	1.001	0.644	0.357	750.375
CHEMBL1089833_1_3	CHEMBL1089833	0.729	0.463	0.266	0.914	0.541	0.373	1.245	0.763	0.482	913.84
CHEMBL162_1_4	CHEMBL162	0.729	0.521	0.208	0.854	0.583	0.271	1.303	0.832	0.471	996.876
CHEMBL162_0_2	CHEMBL162	0.728	0.522	0.206	0.852	0.583	0.269	1.3	0.832	0.468	997.471
CHEMBL162_0_8	CHEMBL162	0.728	0.519	0.209	0.853	0.581	0.272	1.304	0.829	0.475	993.147
CHEMBL21156_1	CHEMBL21156	0.726	0.595	0.132	0.97	0.759	0.21	0.993	0.732	0.26	855.13
CHEMBL162_0_9	CHEMBL162	0.723	0.511	0.212	0.85	0.576	0.275	1.301	0.821	0.48	983.908
CHEMBL1089773_0_8	CHEMBL1089773	0.723	0.515	0.208	0.888	0.572	0.316	1.216	0.837	0.38	1004.826
CHEMBL1089833_1_8	CHEMBL1089833	0.723	0.497	0.225	0.894	0.568	0.326	1.223	0.801	0.422	958.595
CHEMBL21156_1_6	CHEMBL21156	0.722	0.589	0.133	0.971	0.759	0.212	0.987	0.725	0.263	845.397
CHEMBL604038_0_2	CHEMBL604038	0.722	0.559	0.162	0.961	0.703	0.258	1.037	0.733	0.303	859.666
CHEMBL1093191_0_1	CHEMBL1093191	0.721	0.476	0.245	0.914	0.548	0.366	1.209	0.783	0.426	938.521
CHEMBL21156_1_0	CHEMBL21156	0.719	0.588	0.131	0.967	0.758	0.209	0.983	0.724	0.259	844.403
CHEMBL1089833_0_2	CHEMBL1089833	0.718	0.492	0.226	0.898	0.563	0.334	1.207	0.795	0.412	951.94
CHEMBL595397_1_0	CHEMBL595397	0.717	0.517	0.201	1.061	0.714	0.347	0.974	0.652	0.322	758.762
CHEMBL1088856_0_0	CHEMBL1088856	0.717	0.522	0.194	0.885	0.582	0.303	1.187	0.835	0.352	1000.916
CHEMBL559626_0_3	CHEMBL559626	0.714	0.612	0.102	0.892	0.706	0.187	1.006	0.822	0.183	970.688
CHEMBL386637_0_8	CHEMBL386637	0.713	0.554	0.159	0.864	0.602	0.261	1.161	0.873	0.288	1047.866
CHEMBL603048_0	CHEMBL603048	0.712	0.545	0.167	0.955	0.69	0.265	1.033	0.722	0.311	846.277
CHEMBL1088856_0_5	CHEMBL1088856	0.708	0.483	0.224	0.894	0.553	0.341	1.19	0.793	0.396	950.808
CHEMBL1089773_1_4	CHEMBL1089773	0.708	0.504	0.204	0.882	0.564	0.318	1.188	0.827	0.362	992.787
CHEMBL1092925_1_1	CHEMBL1092925	0.706	0.487	0.219	0.864	0.542	0.321	1.234	0.826	0.408	995.317
CHEMBL1092925_0_8	CHEMBL1092925	0.705	0.475	0.23	0.861	0.533	0.328	1.249	0.812	0.437	977.939
CHEMBL1089773_0	CHEMBL1089773	0.704	0.475	0.228	0.88	0.54	0.341	1.209	0.799	0.41	960.536
CHEMBL591096_0_1	CHEMBL591096	0.703	0.551	0.152	0.949	0.697	0.252	1.002	0.724	0.278	848.959
CHEMBL1092926_0_8	CHEMBL1092926	0.703	0.463	0.24	0.887	0.541	0.345	1.202	0.763	0.439	913.051
CHEMBL1093191_0_6	CHEMBL1093191	0.703	0.505	0.198	0.878	0.57	0.308	1.172	0.815	0.358	976.535
CHEMBL1092925_0	CHEMBL1092925	0.703	0.478	0.225	0.855	0.534	0.32	1.248	0.82	0.428	988.574
CHEMBL1092063_0_9	CHEMBL1092063	0.702	0.504	0.198	0.841	0.552	0.289	1.238	0.852	0.386	1027.658
CHEMBL1088857_0_9	CHEMBL1088857	0.701	0.502	0.199	0.883	0.574	0.309	1.16	0.801	0.359	958.052
CHEMBL1092925_1_4	CHEMBL1092925	0.698	0.477	0.221	0.858	0.535	0.323	1.226	0.815	0.411	982.4
CHEMBL1092925_1_3	CHEMBL1092925	0.698	0.484	0.214	0.855	0.54	0.315	1.223	0.823	0.4	991.955
CHEMBL386637_0_6	CHEMBL386637	0.697	0.537	0.16	0.853	0.59	0.263	1.146	0.856	0.29	1027.21
CHEMBL604038_1_1	CHEMBL604038	0.697	0.548	0.149	0.932	0.693	0.24	1.005	0.724	0.282	848.718
CHEMBL1093468_0_9	CHEMBL1093468	0.696	0.473	0.222	0.868	0.538	0.329	1.203	0.798	0.405	958.749
CHEMBL1078866_1	CHEMBL1078866	0.695	0.53	0.164	0.889	0.627	0.263	1.08	0.775	0.304	919.241
CHEMBL1078866_0	CHEMBL1078866	0.692	0.528	0.165	0.888	0.625	0.263	1.078	0.773	0.305	916.08
CHEMBL591096_1	CHEMBL591096	0.691	0.434	0.257	0.98	0.591	0.389	1.052	0.621	0.431	728.19
CHEMBL604038_1_3	CHEMBL604038	0.69	0.54	0.15	0.929	0.687	0.242	1.001	0.717	0.285	840.215
CHEMBL604038_0_0	CHEMBL604038	0.689	0.545	0.144	0.923	0.69	0.233	0.995	0.721	0.274	845.336
CHEMBL386637_0_2	CHEMBL386637	0.688	0.532	0.156	0.844	0.587	0.258	1.135	0.851	0.284	1020.56
CHEMBL584052_1_0	CHEMBL584052	0.688	0.522	0.165	0.948	0.663	0.285	0.994	0.711	0.283	835.08
CHEMBL591096_0_2	CHEMBL591096	0.688	0.526	0.162	0.942	0.676	0.265	0.995	0.702	0.293	823.503
CHEMBL1092926_0_7	CHEMBL1092926	0.682	0.494	0.188	0.849	0.566	0.283	1.155	0.796	0.359	952.669
CHEMBL584052_1	CHEMBL584052	0.681	0.459	0.222	0.962	0.6	0.362	1.025	0.662	0.364	778.642
CHEMBL559626_0_7	CHEMBL559626	0.678	0.596	0.082	0.847	0.694	0.153	0.96	0.809	0.151	955.032
CHEMBL604038_1_0	CHEMBL604038	0.678	0.535	0.143	0.914	0.682	0.231	0.984	0.712	0.272	834.717
CHEMBL1089773_1_0	CHEMBL1089773	0.677	0.481	0.196	0.854	0.546	0.308	1.152	0.802	0.35	962.596
CHEMBL591096_0_0	CHEMBL591096	0.677	0.542	0.135	0.917	0.69	0.227	0.967	0.716	0.251	839.53
CHEMBL584052_1_3	CHEMBL584052	0.676	0.52	0.156	0.933	0.661	0.272	0.978	0.709	0.269	832.28
CHEMBL591096_1_0	CHEMBL591096	0.674	0.533	0.141	0.918	0.683	0.235	0.968	0.709	0.259	831.25
CHEMBL591096_1_3	CHEMBL591096	0.674	0.529	0.144	0.92	0.679	0.241	0.971	0.706	0.266	827.062
CHEMBL1092063_1_2	CHEMBL1092063	0.672	0.464	0.208	0.83	0.522	0.308	1.198	0.806	0.391	972.646
CHEMBL1093749_0_4	CHEMBL1093749	0.658	0.513	0.145	0.845	0.605	0.24	1.04	0.771	0.269	915.993
CHEMBL574738_1_8	CHEMBL574738	0.655	0.461	0.194	0.828	0.533	0.294	1.135	0.772	0.363	926.62
CHEMBL589633_1	CHEMBL589633	0.654	0.424	0.23	0.931	0.557	0.374	1.014	0.639	0.376	753.157
CHEMBL584052_0_0	CHEMBL584052	0.652	0.51	0.142	0.903	0.653	0.25	0.948	0.7	0.248	821.772
CHEMBL574738_0_0	CHEMBL574738	0.641	0.499	0.142	0.788	0.563	0.225	1.092	0.815	0.277	977.17
CHEMBL1092063_1	CHEMBL1092063	0.638	0.455	0.183	0.79	0.513	0.277	1.153	0.8	0.352	966.435
CHEMBL1092063_0_4	CHEMBL1092063	0.638	0.439	0.198	0.793	0.503	0.29	1.162	0.776	0.386	935.719
CHEMBL574738_1	CHEMBL574738	0.637	0.522	0.116	0.764	0.576	0.188	1.078	0.847	0.231	1016.786
CHEMBL1088856_0_8	CHEMBL1088856	0.635	0.508	0.128	0.782	0.571	0.211	1.065	0.82	0.245	982.656
CHEMBL574738_0	CHEMBL574738	0.633	0.488	0.144	0.78	0.551	0.228	1.092	0.811	0.281	973.658
CHEMBL589633_1_3	CHEMBL589633	0.63	0.405	0.224	0.915	0.547	0.368	0.975	0.61	0.365	718.532
CHEMBL1092925_0_5	CHEMBL1092925	0.629	0.428	0.202	0.79	0.497	0.293	1.147	0.755	0.392	909.664
CHEMBL1093749_0	CHEMBL1093749	0.629	0.542	0.087	0.776	0.625	0.151	0.973	0.804	0.17	955.403
